age,tenure_months,monthly_spend,support_tickets,usage_hours,missingindicator_age,missingindicator_monthly_spend,missingindicator_support_tickets,missingindicator_usage_hours,region_central,region_coastal,region_north,region_southern,plan_type_basic,plan_type_premium,plan_type_standard,contract_type_annual,contract_type_monthly,contract_type_two_year,payment_method_bank_transfer,payment_method_card,payment_method_invoice,payment_method_mobile_money
1.7310717871573746,-0.7366333404454019,-0.25203789429139384,0.373729443283187,1.4816987717696748,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.6831993770974218,-1.2303278439553054,-0.8367160991682513,-0.3928950557592478,-0.620838621341515,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.19956595706975133,-0.4897860886904501,-0.5049907243510885,1.9069784413680564,-1.601296473051396,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.4892550771435396,3.2129226876338257,1.381636186113483,-0.3928950557592478,0.2397854929371582,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.4892550771435396,-1.3784361950082764,-0.874389924921823,0.373729443283187,1.2856072014276982,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.2147052071850455,-0.8847416914983729,-0.232956346182442,-1.1595195548016826,-0.46832295551997777,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4413826670835866,0.3494945672763858,-1.888158327017931,-1.1595195548016826,-0.2613374090478919,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4413826670835866,0.30012511692539545,-1.4067161901151461,-0.3928950557592478,-0.40295909873931923,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.8155732930455426,0.5469723686803472,-0.8313341240605983,-0.3928950557592478,-0.7515663349028324,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4413826670835866,-1.329066744657286,-0.24812373057673678,0.373729443283187,0.05458789872529224,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.03835481706052782,-0.04546103553153699,1.8899881985545333,0.373729443283187,0.8607421323534166,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5219882370881984,-0.39104718798846944,-0.09424816954429202,-0.3928950557592478,-1.2635832130179925,-0.17076158738298683,5.686240703077327,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.654362153036319,3.2129226876338257,-0.9472912241073056,5.74010093658023,-1.3725229743190903,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.8155732930455426,0.3494945672763858,-1.0294886621150983,0.373729443283187,1.6451084137213217,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2801715270743631,-1.0328500425513438,0.757327073625725,0.373729443283187,0.20710356454682916,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.0901231630040369,1.5837308260511445,-0.4531280551318863,-1.1595195548016826,1.394546962728796,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.8483064529902015,-0.44041663833945977,1.5538593895583814,0.373729443283187,0.5557108007103427,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.4086495071389278,1.4356224749981734,-1.252595993850535,-1.1595195548016826,-1.2091133323674434,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.8155732930455426,-0.9834805922003536,-0.3415743892641678,-0.3928950557592478,-0.2395494567876724,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0901231630040369,-0.7860027907963922,0.1545458615685801,1.1403539423256217,-1.4160988788395295,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.3607770970789749,-0.14419993623351768,-0.07834687945349868,-1.1595195548016826,1.2202433446470393,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5219882370881984,-0.4897860886904501,2.0255161171745244,-0.3928950557592478,0.6319686336211108,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.005621657115869,-1.1809583936043149,0.9197648677839821,0.373729443283187,0.2397854929371582,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.1228563229486957,-0.5391555390414404,-0.5607675572849478,-0.3928950557592478,0.7300144187920987,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.9250160871112572,2.1267947799120384,-1.0862440359776215,-1.1595195548016826,0.8716361084835265,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5219882370881984,-0.6872638900944115,0.521498709817654,-0.3928950557592478,-0.29401933743822134,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.03835481706052782,-0.39104718798846944,-0.09424816954429202,1.9069784413680564,-1.3616289981889804,5.8561179673106665,5.686240703077327,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.0095175929994251,-0.5391555390414404,-0.3352138732278504,0.373729443283187,-0.4574289793898682,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.042250752944083945,0.30012511692539545,1.3057992641420078,-0.3928950557592478,-0.7951422394232714,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.4452786029671427,2.077425329561048,-0.46242419395419604,0.373729443283187,-0.5990506690812951,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5219882370881984,0.1520167658724244,0.33851155615744905,1.1403539423256217,1.7213662466320898,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0862272271204807,1.2875141239452024,-0.09424816954429202,2.673602940410491,-0.9149759768544793,-0.17076158738298683,5.686240703077327,-0.1488170274736692,-0.23930884326944624,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.8483064529902015,0.9912974218392603,0.05082052313017535,-1.1595195548016826,1.3509710582083572,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.2474383671297042,1.4356224749981734,0.3712926772676997,-1.1595195548016826,-1.3943109265793099,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.4125454430224837,-0.44041663833945977,-0.09424816954429202,-0.3928950557592478,-0.010775958055366654,-0.17076158738298683,5.686240703077327,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.20346189295330747,-0.6378944397434212,0.8331639955972009,-0.3928950557592478,0.8171662278329775,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4413826670835866,2.9660754358788743,0.3918420367696479,0.373729443283187,-0.2395494567876724,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0095175929994251,0.3494945672763858,1.8733530027672418,-0.3928950557592478,-0.021669934185476598,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,4.178700570935715,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.2513343030132602,-1.2796972943062956,-0.11650997567140241,-0.3928950557592478,1.1875614162567103,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5219882370881984,-1.1809583936043149,0.1408462885672813,-1.1595195548016826,-0.7842482632931619,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2.4565219171988804,1.6331002764021347,1.3278164350369523,-0.3928950557592478,1.20934936851693,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0095175929994251,-0.8353722411473825,-0.8186130919879638,-0.3928950557592478,-1.1655374278470045,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0862272271204807,1.2875141239452024,-0.710973589834902,0.373729443283187,-0.05435186257580566,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.03835481706052782,-0.7860027907963922,-0.5426645501046602,-1.1595195548016826,0.5774987529705619,5.8561179673106665,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4413826670835866,-0.9834805922003536,-0.34989198715781356,-1.1595195548016826,-1.2526892368878826,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.19956595706975133,0.1520167658724244,1.676177005641406,-1.1595195548016826,-0.8060362155533815,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.9289120229948132,-1.4278056453592667,0.19662312150114053,-0.3928950557592478,-1.1219615233265652,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.9250160871112572,-0.7366333404454019,2.016219978352215,0.373729443283187,1.4816987717696748,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2801715270743631,0.3494945672763858,-0.9996431637908402,1.1403539423256217,-0.8714000723340399,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.7349677230409308,-1.0328500425513438,-1.1493599258764622,2.673602940410491,-0.40295909873931923,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.4125454430224837,0.003908414819453356,-0.7902354050567022,1.9069784413680564,-0.010775958055366654,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.11896038706513958,0.003908414819453356,-0.02893056255595683,-1.1595195548016826,1.1221975594760514,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.36467303296253095,-1.4278056453592667,-0.09424816954429202,-1.1595195548016826,1.405440938858906,-0.17076158738298683,5.686240703077327,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.03835481706052782,1.1887752232432216,0.13791066578128858,0.373729443283187,-1.0348097142856867,5.8561179673106665,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5219882370881984,1.7812086274551058,0.2127690468240997,-0.3928950557592478,2.124443363446152,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.654362153036319,0.10264731552143405,1.5411383574857473,2.673602940410491,1.7758361272826388,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.8155732930455426,-0.14419993623351768,-0.5147761336377306,-0.3928950557592478,0.8825300846136365,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.8444105171066454,-0.6378944397434212,2.53973937518756,0.373729443283187,0.2615734451973781,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.1228563229486957,-0.19356938658450804,-1.1757805309503957,1.1403539423256217,0.16352766002639013,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.687095312980978,0.003908414819453356,0.33851155615744905,-1.1595195548016826,-0.021669934185476598,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,4.178700570935715,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5258841729717545,-0.24293883693549836,0.18830552360749478,0.373729443283187,1.1330915356061613,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.4452786029671427,0.0532778651704437,-0.22659583014612458,-0.3928950557592478,0.5121348961899029,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.28406746295791924,-0.7860027907963922,-1.0505272920813784,0.373729443283187,-1.1219615233265652,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.36467303296253095,0.9419279714882699,-0.6825959029036404,-1.1595195548016826,-0.5118988600404172,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6831993770974218,-1.1315889432533246,-0.24127394407608774,-1.1595195548016826,-1.2635832130179925,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2513343030132602,-0.34167773763747905,0.34242571987210607,1.9069784413680564,-0.021669934185476598,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,4.178700570935715,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.36467303296253095,0.6457112693823278,0.34731842451542677,-0.3928950557592478,0.566604776840452,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.1707287330086487,-0.4897860886904501,-0.06856147016685692,-0.3928950557592478,-0.3267012658285504,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.28406746295791924,-0.04546103553153699,-0.610673144646822,-0.3928950557592478,0.7844842994426477,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8444105171066454,1.9786864288590673,-1.1141324524445513,0.373729443283187,-1.3398410459287609,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.8444105171066454,-0.39104718798846944,-0.686020796153965,-0.3928950557592478,1.0677276788255023,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.4413826670835866,-0.5885249893924308,-0.11112800056374936,0.373729443283187,-0.10882174322635461,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5219882370881984,-0.7860027907963922,-1.1239178617311931,0.373729443283187,-0.07613981483602555,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.36467303296253095,-0.2923082872864887,1.390443054471461,-1.1595195548016826,0.20710356454682916,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.5258841729717545,2.768597634474913,1.3170524848216463,0.373729443283187,1.4381228672492352,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.0095175929994251,0.5469723686803472,0.03614240920021219,-0.3928950557592478,-0.3811711464790994,-0.17076158738298683,-0.17586311452816475,6.719661163618754,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3607770970789749,2.274903130965009,0.3106231396905194,1.1403539423256217,0.16352766002639013,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.28406746295791924,0.8431890707862892,-0.6791710096533157,1.9069784413680564,-0.3811711464790994,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2801715270743631,-0.34167773763747905,-0.49129115134979,0.373729443283187,0.22889151680704903,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.042250752944083945,0.10264731552143405,-0.6414971838997443,-1.1595195548016826,-1.3616289981889804,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.8483064529902015,-1.0328500425513438,-0.8993427186027599,1.1403539423256217,-1.7756000911331526,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.20346189295330747,0.9912974218392603,1.9149409922354705,-0.3928950557592478,1.5688505808105528,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.687095312980978,0.10264731552143405,0.08066602145443333,-1.1595195548016826,-0.5772627168210757,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8444105171066454,0.3494945672763858,-1.4218835745094411,2.673602940410491,1.6451084137213217,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.2513343030132602,0.8431890707862892,-0.4105615247349935,1.1403539423256217,-1.0130217620254673,-0.17076158738298683,-0.17586311452816475,-0.1488170274736692,-0.23930884326944624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
